unknown,4,1,96.0619,0
unknown,4,1,62.2395,0
unknown,4,1,1244.33,0
unknown,4,1,93.5008,0
unknown,4,1,1383.31,0
unknown,4,1,-0.0065918,0
unknown,4,1,-0.00952148,0
unknown,4,1,-0.0108643,0
unknown,4,1,-0.00793457,0
unknown,4,1,-0.00793457,0
unknown,4,1,-0.00683594,0
unknown,4,1,-0.0119629,0
unknown,4,1,-0.00195313,0
unknown,4,1,-0.00292969,0
unknown,4,1,-0.00598145,0
unknown,4,1,-0.00292969,0
unknown,4,1,1192.29,0
unknown,4,1,736.466,0
unknown,4,1,472.8,0
unknown,4,1,485.929,0
unknown,4,1,4140.19,0
unknown,4,1,-0.145874,0
unknown,4,1,1029.03,0
unknown,4,1,777.613,0
unknown,4,1,754.352,0
unknown,4,1,2268.51,0
unknown,4,1,25.5286,2
unknown,4,2,25.5286,2
unknown,4,1,25.9394,3
unknown,4,2,25.9394,3
unknown,4,1,4329.71,0
unknown,4,1,26.2136,4
unknown,4,2,26.2136,4
unknown,4,1,2710.91,0
unknown,4,1,-0.012085,0
unknown,4,1,16.9806,0
unknown,4,1,-0.0286865,0
unknown,4,1,2683.35,0
unknown,4,1,59.4926,0
unknown,4,1,5514.93,0
unknown,4,1,93.2944,0
unknown,4,1,49.5254,0
unknown,4,1,6761.49,0
unknown,4,1,9308.84,0
